date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:56:02	89704/89704	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-15e68%22	https://gwenyth.smartpixel.id/assets/images/07_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/07_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:03	65934/65934	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-1018e%22	https://gwenyth.smartpixel.id/assets/images/08_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/08_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:03	88475/88475	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-1599b%22	https://gwenyth.smartpixel.id/assets/images/09_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/09_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:03	94675/94675	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-171d3%22	https://gwenyth.smartpixel.id/assets/images/10_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/10_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:03	126454/126454	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-1edf6%22	https://gwenyth.smartpixel.id/assets/images/11_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/11_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:03	99268/99268	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-183c4%22	https://gwenyth.smartpixel.id/assets/images/12_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/12_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:04	41703/41703	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-a2e7%22	https://gwenyth.smartpixel.id/assets/images/13_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/13_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:04	41703/41703	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-a2e7%22	https://gwenyth.smartpixel.id/assets/images/14_porto.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/14_porto.jpg	(from https://gwenyth.smartpixel.id/)
23:56:04	85584/85584	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617ffee3-14e50%22	https://gwenyth.smartpixel.id/assets/js/jquery.min.js	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/js/jquery.min.js	(from https://gwenyth.smartpixel.id/)
23:56:04	28530/28530	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617ffee3-6f72%22	https://gwenyth.smartpixel.id/assets/js/jquery.mixitup.min.js	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/js/jquery.mixitup.min.js	(from https://gwenyth.smartpixel.id/)
23:56:05	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617ffee3-90b5%22	https://gwenyth.smartpixel.id/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/js/bootstrap.min.js	(from https://gwenyth.smartpixel.id/)
23:56:05	11573/11573	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617ffee3-2d35%22	https://gwenyth.smartpixel.id/assets/js/typed-custom.js	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/js/typed-custom.js	(from https://gwenyth.smartpixel.id/)
23:56:05	8416/8416	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617ffee3-20e0%22	https://gwenyth.smartpixel.id/assets/js/wow.min.js	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/js/wow.min.js	(from https://gwenyth.smartpixel.id/)
23:56:06	11176/11176	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617ffee3-2ba8%22	https://gwenyth.smartpixel.id/assets/js/main.js	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/js/main.js	(from https://gwenyth.smartpixel.id/)
23:56:07	673/673	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2020:56:07%20GMT	https://gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.eot	(from https://gwenyth.smartpixel.id/assets/css/bootstrap.css)
23:56:07	673/673	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2020:56:07%20GMT	https://gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://gwenyth.smartpixel.id/assets/css/bootstrap.css)
23:56:07	673/673	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2020:56:07%20GMT	https://gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.woff2	(from https://gwenyth.smartpixel.id/assets/css/bootstrap.css)
23:56:08	673/673	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2020:56:08%20GMT	https://gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.woff	(from https://gwenyth.smartpixel.id/assets/css/bootstrap.css)
23:56:08	673/673	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2020:56:08%20GMT	https://gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.ttf	(from https://gwenyth.smartpixel.id/assets/css/bootstrap.css)
23:56:09	673/673	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2020:56:09%20GMT	https://gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/fonts/glyphicons-halflings-regular.svg	(from https://gwenyth.smartpixel.id/assets/css/bootstrap.css)
23:56:11	87616/87616	---M-Z	404	error ('Not%20Found')	text/html	etag:%22bc3444d26504c3d004c302163987f804%22	https://srdjanpajdic.com/slike/2.jpg	C:/My%20Web%20Sites/Personal%20Website/srdjanpajdic.com/slike/2.1d.delayed	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:12	564182/564182	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-89bd6%22	https://gwenyth.smartpixel.id/assets/images/02_banner.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/02_banner.jpg	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:12	687829/687829	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-a7ed5%22	https://gwenyth.smartpixel.id/assets/images/04_facts.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/04_facts.jpg	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:12	635/635	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22617ffee3-27b%22	https://gwenyth.smartpixel.id/assets/images/svg/cd-icon-arrow.svg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/svg/cd-icon-arrow.svg	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:13	806/806	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22617ffee3-326%22	https://gwenyth.smartpixel.id/assets/images/svg/cd-icon-filter.svg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/svg/cd-icon-filter.svg	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:13	40504/40504	---M--	200	added ('OK')	image/png	etag:%22617ffee3-9e38%22	https://gwenyth.smartpixel.id/assets/images/17_name.png	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/17_name.png	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:13	45304/45304	---M--	200	added ('OK')	image/png	etag:%22617ffee3-b0f8%22	https://gwenyth.smartpixel.id/assets/images/16_email.png	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/16_email.png	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:13	730956/730956	---M--	200	added ('OK')	image/jpeg	etag:%22617ffee3-b274c%22	https://gwenyth.smartpixel.id/assets/images/05_quote.jpg	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/05_quote.jpg	(from https://gwenyth.smartpixel.id/assets/css/main.css)
23:56:13	30270/30270	---M--	200	added ('OK')	image/png	etag:%22617ffee3-763e%22	https://gwenyth.smartpixel.id/assets/images/15_comment.png	C:/My%20Web%20Sites/Personal%20Website/gwenyth.smartpixel.id/assets/images/15_comment.png	(from https://gwenyth.smartpixel.id/assets/css/main.css)
